content,content_stemmed,label_roberta,label_rating,label_leksikon,label
Pokok nya mengecewakan,"['pokok', 'kecewa']",Negative,Negative,Positive,Negative
The best lah...memudahkan jita tuk bertransaksi cukup kita di rmh tanpa hrs ke bank,"['the', 'best', 'mudah', 'jita', 'transaksi', 'rumah', 'bank']",Negative,Positive,Positive,Positive
"Kacau kali ini aplikasi sikit sikit verifikasi ulang ,habis pulsa kami lah,tolonglah buat BCA di kasih kepercayaan jangan mengulah","['kacau', 'kali', 'aplikasi', 'sikit', 'sikit', 'verifikasi', 'ulang', 'habis', 'pulsa', 'tolong', 'bca', 'kasih', 'percaya', 'ulah']",Negative,Negative,Negative,Negative
"sumpah ya nyusahin, hp sebelumnya mati dan harus ganti hp yg seadanya, download ini dinhp yg std kameranya biasa aja sampe skrg mau login ga bisa hanya karena verif wajah yg gagal mulu... please atuh lah permudah... mending gw punya mesin atm pribadi mah bisa bulak balik ke atm... ini atm jauh butub mbanking kerjaan ketunda gara2 ga bisa liat mutasi.. inetbanking pun tokennya ilang... ahhh kzl PADAHAL GW DAH DI BAWAH BOHLAM TP PAS BAGIAN GELAP MALAH DIVERIF YG TERANG MERAH TERUS GAGAL TRS!111","['sumpah', 'ya', 'susah', 'hp', 'mati', 'ganti', 'hp', 'ada', 'download', 'dinhp', 'std', 'kamera', 'login', 'tidak', 'verif', 'wajah', 'gagal', 'mulu', 'please', 'atuh', 'mudah', 'mending', 'gue', 'mesin', 'atm', 'pribadi', 'mah', 'bulak', 'atm', 'atm', 'butub', 'mbanking', 'kerja', 'tunda', 'gara', 'tidak', 'lihat', 'mutasi', 'inetbanking', 'tokennya', 'hilang', 'ah', 'kzl', 'gue', 'bohlam', 'pas', 'gelap', 'diverif', 'terang', 'merah', 'gagal']",Negative,Negative,Negative,Negative
Sadar diri yang gajih nasabah loh,"['sadar', 'gajih', 'nasabah', 'loh']",Negative,Negative,Positive,Negative
"Pemotongan tidak jelas ditanggal 15 sudah melakukan pemotoonga saldo,dan di tanggal 20 dipotong lagi,pemotongan dilakukan setiap minggu ke 3 tetapi di bulan yg sama sudah dilakukan pemotongan biyaya,jadi 2x dalam 1 bulan,ini tidak sesuai dengan kebijakan kartu blue bca","['potong', 'tidak', 'tanggal', 'pemotoonga', 'saldo', 'tanggal', 'potong', 'potong', 'minggu', 'potong', 'biyaya', 'kali', 'tidak', 'sesuai', 'bijak', 'kartu', 'blue', 'bca']",Negative,Negative,Negative,Negative
Sangat membantu dalam bertransaksi tanpa lemot,"['sangat', 'bantu', 'transaksi', 'lot']",Negative,Positive,Positive,Positive
BCA Sip,"['bca', 'sip']",Negative,Positive,Positive,Positive
Saldo saya kepotong ada apa ini gak tau kemana,"['saldo', 'potong', 'tidak', 'tau', 'mana']",Negative,Positive,Negative,Negative
Sangat bagus,"['sangat', 'bagus']",Negative,Positive,Positive,Positive
Mau login ulang ga bisa-bisa verifikasi lewat sms. Ngabisin pulsa,"['login', 'ulang', 'tidak', 'verifikasi', 'sms', 'ngabisin', 'pulsa']",Negative,Negative,Negative,Negative
"parah sih, saldo tiba tiba ilang 10rb, padahal liat di mutasi rekening gaada potongan atau transaksi lainnya, goib!","['parah', 'sih', 'saldo', 'hilang', 'ribu', 'lihat', 'mutasi', 'rekening', 'tidak', 'potong', 'transaksi', 'goib']",Negative,Negative,Negative,Negative
"Bagus, semoga teruss berkembang lebih bagus lagi","['bagus', 'moga', 'kembang', 'bagus']",Positive,Positive,Positive,Positive
"Uang setoran saya berkurang banyak sewaktu setor tunai gimana ini, tolong dong penyelesaian nya","['uang', 'setor', 'kurang', 'setor', 'tunai', 'tolong', 'selesai']",Negative,Negative,Negative,Negative
"Saldo gua kepotong terus setiap gua isi ke rekening gua, masa iya potongan terus setiap hari nya","['saldo', 'gua', 'potong', 'gua', 'isi', 'rekening', 'gua', 'iya', 'potong']",Negative,Negative,Negative,Negative
"I LOVE BCA, TETAP JAYA. AMIN","['i', 'love', 'bca', 'jaya', 'amin']",Negative,Positive,Positive,Positive
"Jangan aneh"" lah ini aplikasi.. Fitur verifikasi wajah buat apa? Susah pula gagal terus.. Ga bisa dipake percuma install juga.. Malah bikin ribet harus datang ke cabang langsung..","['aneh', 'aplikasi', 'fitur', 'verifikasi', 'wajah', 'susah', 'gagal', 'tidak', 'pakai', 'install', 'bikin', 'ribet', 'cabang', 'langsung']",Negative,Negative,Negative,Negative
tidak kompatibel,"['tidak', 'kompatibel']",Negative,Negative,Negative,Negative
Puas,['puas'],Negative,Positive,Positive,Positive
Min bca nya kenapa yaa? Kok keyboardnya jadi berat,"['min', 'bca', 'ya', 'keyboardnya', 'berat']",Negative,Positive,Positive,Positive
Semuanya excellent.. sampai satpam di banknya jg bagus kinerjanya.. tapi aplikasi ini TERUTAMA top up FLAZZ nya busuukk...!!! Mending pake kartu indomaret.,"['excellent', 'satpam', 'bank', 'bagus', 'kerja', 'aplikasi', 'top', 'up', 'flazz', 'busuukk', 'mending', 'pakai', 'kartu', 'indomaret']",Negative,Negative,Positive,Negative
Ok pollll,"['ok', 'pol']",Negative,Positive,Positive,Positive
Bca semakin mantap setelah di update👍👍,"['bca', 'mantap', 'update']",Negative,Positive,Positive,Positive
"Tolong ya dikit"" harus verevikasi ulang klw mau buka em benking trs PK pulsa 1 minggu bisa 3 x boros pulsa jadi gk bisa tuk cek saldo di rekening","['tolong', 'ya', 'dikit', 'verevikasi', 'ulang', 'buka', 'em', 'benking', 'pakai', 'pulsa', 'minggu', 'kali', 'boros', 'pulsa', 'tidak', 'cek', 'saldo', 'rekening']",Negative,Positive,Negative,Negative
"sudah males pakai bca, tiap ganti hp selalu harus ngurus ke bank supaya aplikasi bisa dipakai.... nggak kayak bank sebelah.....","['malas', 'pakai', 'bca', 'ganti', 'hp', 'urus', 'bank', 'aplikasi', 'pakai', 'tidak', 'kayak', 'bank', 'belah']",Negative,Negative,Negative,Negative
Ini kenapa aplikasi bca indikator nya merah terus,"['aplikasi', 'bca', 'indikator', 'merah']",Negative,Negative,Positive,Negative
Dulu dapet kartu kredit gratis. Padahal gak di pake sama sekali. Tau taunya saldo di ATM pas ngecek mutasi ada penarikan otomasih pembayaran kartu kredit...hmmm,"['kartu', 'kredit', 'gratis', 'tidak', 'pakai', 'tau', 'tau', 'saldo', 'atm', 'pas', 'ecek', 'mutasi', 'tari', 'otomasih', 'bayar', 'kartu', 'kredit', 'hmmm']",Negative,Negative,Negative,Negative
best,['best'],Negative,Positive,Positive,Positive
Bca makin di depan,['bca'],Negative,Positive,Positive,Positive
Baik,['baik'],Positive,Positive,Positive,Positive
mantappp,['mantap'],Positive,Positive,Positive,Positive
Aplikasi mentok di logo gak masuk2.. Diinstal ulang tetap gini.. Makin parah bca,"['aplikasi', 'mentok', 'logo', 'tidak', 'masuk', 'diinstal', 'ulang', 'parah', 'bca']",Negative,Negative,Negative,Negative
"Uang saya kesedot sampai 2 juta lebih pakai BCA, padahal hp dan kartu ada disaya. Untuk kode akses atau pun pin orang rumah ngga ada yang tahu, tapi kok bisa kebobolin kaya gini, pihak bank BCA pun tidak bertanggung jawab !!!","['uang', 'sedot', 'juta', 'pakai', 'bca', 'hp', 'kartu', 'saya', 'kode', 'akses', 'pin', 'orang', 'rumah', 'tidak', 'kebobolin', 'kayak', 'bank', 'bca', 'tidak', 'tanggung']",Negative,Negative,Negative,Negative
perbaiki lagi di lampu indikator,"['baik', 'lampu', 'indikator']",Negative,Positive,Positive,Positive
Sang at memuaskan,"['sang', 'at', 'muas']",Negative,Positive,Positive,Positive
"Mau input nomor hp diminta kode negara, giliran dicari +62 ga ada, disearch indonesia juga ga ada,","['input', 'nomor', 'hp', 'kode', 'negara', 'gilir', 'cari', 'tidak', 'disearch', 'indonesia', 'tidak']",Negative,Negative,Negative,Negative
VERIFIKASI WAJAH MEGANGIN HAPE SAMPE PEGEL. WAJAH SUDAH TERLIHAT JELAS.. MASIH AJA MERAH GAMBARNYA.. BUTA APA GMANA APLIKASINYA..,"['verifikasi', 'wajah', 'megangin', 'hape', 'gel', 'wajah', 'masih', 'merah', 'gambar', 'buta', 'aplikasi']",Negative,Negative,Negative,Negative
"Tolong buat riwayat saldo masuk,,bisa di klik buat cek detail,,terutama jam masuk uang.","['tolong', 'riwayat', 'saldo', 'masuk', 'klik', 'cek', 'detail', 'jam', 'masuk', 'uang']",Negative,Positive,Negative,Negative
Sangat puas,"['sangat', 'puas']",Negative,Positive,Positive,Positive
Bagus lancar mudah,"['bagus', 'lancar', 'mudah']",Negative,Positive,Positive,Positive
Hari ini mbca force close lg padahal saat dinihari masih bisa akses namun siang ini jd gak bisa masuk sampe reinstal ulang apk sampe reset data hp tetap gak bisa masuj,"['mbca', 'force', 'close', 'dinihari', 'masih', 'akses', 'siang', 'tidak', 'masuk', 'reinstal', 'ulang', 'aplikasi', 'reset', 'data', 'hp', 'tidak', 'masuj']",Negative,Negative,Negative,Negative
"Mau masuk harus vermuk tapi susahnya minta ampun, apa ga ada komplen seperti saya","['masuk', 'vermuk', 'susah', 'ampun', 'tidak', 'komplen']",Negative,Negative,Negative,Negative
Mantap,['mantap'],Positive,Positive,Positive,Positive
Bca memang sangat memudahkan pelanggan,"['bca', 'sangat', 'mudah', 'langgan']",Negative,Positive,Positive,Positive
Aplikasinya masih ringan dan nyaman,"['aplikasi', 'masih', 'ringan', 'nyaman']",Negative,Positive,Positive,Positive
Kenapa mode otp ny GK muncul Padahal no TLP udh bener,"['mode', 'otp', 'tidak', 'muncul', 'no', 'telepon']",Negative,Negative,Negative,Negative
"yg mau pake flazz dari bca, lebih baik2 pikir2 lagi. udh sering kejadian topup flazz lewat nfc hape saldo kepotong tp ga masuk ke flazz nya. tau dah bisa di refund atau ngga. agak kecewa si masalahnya nominalnya gede","['pakai', 'flazz', 'bca', 'baik', 'pikir', 'jadi', 'topup', 'flazz', 'nfc', 'hape', 'saldo', 'potong', 'tidak', 'masuk', 'flazz', 'tau', 'refund', 'tidak', 'kecewa', 'sih', 'nominal', 'gede']",Negative,Negative,Negative,Negative
Kenapa mau transfer lewat mbanking gk bisa trus dari kemarin,"['transfer', 'mbanking', 'tidak', 'kemarin']",Negative,Negative,Negative,Negative
"Sudah oke, engga ada kendala lagi👍","['oke', 'tidak', 'kendala']",Negative,Positive,Negative,Negative
Kok gk bisa masuk y..,"['tidak', 'masuk', 'ya']",Negative,Negative,Negative,Negative
"Semoga membantu kelancaran usaha saya,.","['moga', 'bantu', 'lancar', 'usaha']",Negative,Positive,Positive,Positive
Verivikasi wajah gagal mulu. Dah berapa kali di ulangin tetap aja gagal,"['verivikasi', 'wajah', 'gagal', 'mulu', 'kali', 'ulangin', 'gagal']",Negative,Negative,Negative,Negative
Ok,['ok'],Negative,Positive,Positive,Positive
Dn sangat menyukai buat nabung,"['sangat', 'suka', 'nabung']",Negative,Positive,Positive,Positive
Sangat puas,"['sangat', 'puas']",Negative,Positive,Positive,Positive
"Mengapa saya cman nambah card seluler suruh verifikasi ulang nomor? Ini sangat menyulitkan saya, tolong Fu nya segera atau semakin lama bintang BCA mobile akan semakin menurun","['cuman', 'tambah', 'card', 'seluler', 'suruh', 'verifikasi', 'ulang', 'nomor', 'sangat', 'sulit', 'tolong', 'fu', 'bintang', 'bca', 'mobile', 'turun']",Negative,Negative,Positive,Negative
Kenapa ini kok sering muncul lampu indikator merahnya.,"['muncul', 'lampu', 'indikator', 'merah']",Negative,Negative,Positive,Negative
Aktif kembali,['aktif'],Negative,Negative,Negative,Negative
Sangat membantu,"['sangat', 'bantu']",Negative,Positive,Positive,Positive
aplikasi yang bermanfaat,"['aplikasi', 'manfaat']",Negative,Positive,Positive,Positive
lapooo sekelas bca gini aplikasi nhaa,"['lapooo', 'kelas', 'bca', 'aplikasi', 'nhaa']",Negative,Negative,Negative,Negative
"Dari kemaren mau masuk ga bisa, 205 terus suruh nunggu masa udah sehari ga bisa² min gimana si","['kemarin', 'masuk', 'tidak', 'suruh', 'tunggu', 'hari', 'tidak', 'min', 'sih']",Negative,Positive,Negative,Negative
Sangat membantu keuangannya saya👍 Terima kasih🙏,"['sangat', 'bantu', 'uang', 'terima', 'kasih']",Negative,Positive,Positive,Positive
Cari ke untungan dari pulsa ...gua udah hbis pulsa 25 tetep z g bisa aneh,"['cari', 'untung', 'pulsa', 'gua', 'habis', 'pulsa', 'tidak', 'aneh']",Negative,Negative,Negative,Negative
Weel,['weel'],Negative,Positive,Positive,Positive
Dr kemarin ga bisa update cm muter2 aja,"['kemarin', 'tidak', 'update', 'muter']",Negative,Positive,Negative,Negative
Ok,['ok'],Negative,Positive,Positive,Positive
Akhirnya saya balik lagi pake bca mobile setelah mybca loading dan delay terus setelah update terakhir. untuk sementara pake bca mobile dulu sambil menunggu update mybca selanjutnya stabil.,"['pakai', 'bca', 'mobile', 'mybca', 'loading', 'delay', 'update', 'pakai', 'bca', 'mobile', 'tunggu', 'update', 'mybca', 'stabil']",Negative,Positive,Negative,Negative
Tampilan di layar utama bisa bilang sendiri .. bisaa terlihat saat buka play store hikhikkkkkkkkkkoi,"['tampil', 'layar', 'utama', 'bilang', 'buka', 'play', 'store', 'hikhikkkkkkkkkkoi']",Negative,Positive,Negative,Negative
Tolong kl trf k orang dikasih tau dr rekening siapa pengirimnya. Jgn cm d tampilkan rekening tujuannya saja,"['tolong', 'trf', 'orang', 'kasih', 'tau', 'rekening', 'kirim', 'tampil', 'rekening', 'tuju']",Negative,Negative,Negative,Negative
Mantap,['mantap'],Positive,Positive,Positive,Positive
Sangat membantu,"['sangat', 'bantu']",Negative,Positive,Positive,Positive
"Selalu force close nih Apk sudah terbaru Udah hapus data hapus cache sdh uninstall instal lagi Masih aja force close saat ingin pindai qriss dari galeri Kata nya dalam penanganan,sudah lama seperti ini belum bener juga Bintang sy turunin lg sampai benar dl ini aplikasinya","['force', 'close', 'nih', 'aplikasi', 'baru', 'hapus', 'data', 'hapus', 'cache', 'uninstall', 'instal', 'masih', 'force', 'close', 'pindai', 'qriss', 'galeri', 'tangan', 'belum', 'bintang', 'turunin', 'aplikasi']",Negative,Negative,Negative,Negative
"""Pastikan kamera menangkap gambar dengan jelas."" ? Padahal kameranya sudah jelas tapi tidak bisa terverifikasi","['pasti', 'kamera', 'tangkap', 'gambar', 'kamera', 'tidak', 'verifikasi']",Negative,Negative,Negative,Negative
Tolong Min kalo ada transferan masuk munculin nofitifikasinya biar gampang ngeceknya,"['tolong', 'min', 'transfer', 'masuk', 'munculin', 'nofitifikasinya', 'biar', 'gampang', 'ngeceknya']",Negative,Positive,Negative,Negative
Gajelas,['tidak'],Negative,Negative,Negative,Negative
"Ini kenapa kok ga bisa kebuka, pas saya mau transfer, ko aplikasi nya ga bisa ke buka?","['tidak', 'buka', 'pas', 'transfer', 'aplikasi', 'tidak', 'buka']",Negative,Negative,Negative,Negative
Tolong di perbaiki maintenance nya mbanking nya gak bisa kebuka tidak respon padahal versi sebelum nya mantap tapi sekarang malah susah gak ngerespon,"['tolong', 'baik', 'maintenance', 'mbanking', 'tidak', 'buka', 'tidak', 'respon', 'versi', 'mantap', 'susah', 'tidak', 'respons']",Negative,Positive,Negative,Negative
Ga bisa dibuka selalu putus Internet padahal Internet on,"['tidak', 'buka', 'putus', 'internet', 'internet', 'on']",Negative,Positive,Negative,Negative
sekarang ini tidak bisa di buka...! kenapa ya??,"['tidak', 'buka', 'ya']",Negative,Positive,Negative,Negative
"Metode Qris bank bca payah,saldo terdebit tapi kata pihak merchant tidak masuk ..terpaksa sy bayar kembali, sudah lapor kehalo bca tapi sudah 10kerja belum juga ada hasilnya masih disuruh menunggu. Anda punya SDM tolong disuruh kerja??","['metode', 'qris', 'bank', 'bca', 'payah', 'saldo', 'debit', 'merchant', 'tidak', 'masuk', 'paksa', 'bayar', 'lapor', 'halo', 'bca', 'kerja', 'belum', 'hasil', 'masih', 'suruh', 'tunggu', 'sdm', 'tolong', 'suruh', 'kerja']",Negative,Negative,Negative,Negative
Sangat membantu dan tidak susah kalau ATM ketinggalan semogah kedepan nya lebih bermanfaat untuk rakyat,"['sangat', 'bantu', 'tidak', 'susah', 'atm', 'tinggal', 'semogah', 'depan', 'manfaat', 'rakyat']",Negative,Positive,Negative,Negative
Pembaharuan kali ini sudah sangat baik jg bagus n keluhannya sudah diselesaikan dgn sangat baik oleh pihak BCA...tq,"['baharu', 'kali', 'sangat', 'baik', 'bagus', 'n', 'keluh', 'selesai', 'sangat', 'baik', 'bca', 'tq']",Negative,Positive,Positive,Positive
"Lama bnget tlfon cal center angkatnya pdhal, pgen bkin tabungan bca","['banget', 'tlfon', 'cal', 'center', 'angkat', 'pengin', 'bikin', 'tabung', 'bca']",Negative,Negative,Positive,Negative
BCA Yes 👍,"['bca', 'yes']",Negative,Positive,Positive,Positive
Ah cuman ganti kartu doang jadi g bisa masuk aneh banget sih ajer jadi harus frevekasi ulang nentud²,"['ah', 'cuman', 'ganti', 'kartu', 'doang', 'tidak', 'masuk', 'aneh', 'banget', 'sih', 'ajer', 'frevekasi', 'ulang', 'nentud']",Negative,Negative,Negative,Negative
Tidak bisa digunakan karna lampu hijau tidak mau menyala,"['tidak', 'lampu', 'hijau', 'tidak', 'nyala']",Negative,Negative,Negative,Negative
Ok,['ok'],Negative,Positive,Positive,Positive
Minta tolong Untuk Bank BCA berikan notifikasi uang keluar dan uang masuk di BCA mobile.Terimkasih🙏,"['tolong', 'bank', 'bca', 'notifikasi', 'uang', 'uang', 'masuk', 'bca', 'mobile', 'terimkasih']",Negative,Positive,Negative,Negative
"Verifikasi nya susah amat ni bca,gk jelas bnget,verifikasi muka kalo mau lebih bagus... Susah amat verifikasi muka nya,gk ke deteck...","['verifikasi', 'susah', 'nih', 'bca', 'tidak', 'banget', 'verifikasi', 'muka', 'bagus', 'susah', 'verifikasi', 'muka', 'tidak', 'deteck']",Negative,Negative,Negative,Negative
"Bagus, mudah dan cepat","['bagus', 'mudah', 'cepat']",Negative,Positive,Positive,Positive
"Setelah update terbaru justru tdk masuk ke aplikasi, layar langsung hitam. Dicoba restart & install ulang sama saja. Dulu sebelum update lancar-lancar saja. Update 21 Okt aplikasi bisa dibuka tapi saat login jadi force close. Kalau antivirus Kaspersky dimatikan, aplikasi lancar. Dulu ada antivirus bisa. Update terbaru harus mematikan antivirus. Sekarang sdh normal.","['update', 'baru', 'tidak', 'masuk', 'aplikasi', 'layar', 'langsung', 'hitam', 'coba', 'restart', 'install', 'ulang', 'update', 'lancar', 'lancar', 'update', 'okt', 'aplikasi', 'buka', 'login', 'force', 'close', 'antivirus', 'kaspersky', 'mati', 'aplikasi', 'lancar', 'antivirus', 'update', 'baru', 'mati', 'antivirus', 'normal']",Negative,Positive,Positive,Positive
Pelayanan sangat cepat dan baik,"['layan', 'sangat', 'cepat', 'baik']",Negative,Positive,Positive,Positive
Oke,['oke'],Negative,Positive,Positive,Positive
Nyebelin banget Sudah di update tk bisa di buka BCA mobile nya,"['sebal', 'banget', 'update', 'buka', 'bca', 'mobile']",Negative,Negative,Positive,Negative
sangat membantu,"['sangat', 'bantu']",Negative,Positive,Positive,Positive
"Tidak bisa login sesudah update , mana daftar secara online , gak ada krtu atm fisik","['tidak', 'login', 'update', 'daftar', 'online', 'tidak', 'krtu', 'atm', 'fisik']",Negative,Negative,Negative,Negative
Habis update malah gak bisa di Buka hadeh ...,"['habis', 'update', 'tidak', 'buka', 'hadeh']",Negative,Negative,Negative,Negative
sangat membantu,"['sangat', 'bantu']",Negative,Positive,Positive,Positive
Nice,['nice'],Negative,Positive,Positive,Positive
"Akhirnya di versi terbaru fitur edit inbox muncul lg,jd bisa hapus bukti transfer yg numpuk.Terima kasih BCA.Semakin sukses👍","['versi', 'baru', 'fitur', 'edit', 'inbox', 'muncul', 'hapus', 'bukti', 'transfer', 'numpuk', 'terima', 'kasih', 'bca', 'sukses']",Negative,Positive,Negative,Negative
Rekomendasi banget BCA sangat membantu dalam transaksi,"['rekomendasi', 'banget', 'bca', 'sangat', 'bantu', 'transaksi']",Negative,Positive,Positive,Positive
